Transaction_ID,Date,Time,Product_ID,Category,Product_Name,Brand,Price,Quantity,Total_Spent,Payment_Method,Store_Location
T00048,2024-07-23,19:44:00,SH002,Shoes,Nike SB Chron,Nike,129.99,4,519.96,Credit Card,"San Diego, CA"
T00049,2024-09-03,18:04:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,2,99.98,Cash,"San Diego, CA"
T00050,2024-07-21,17:21:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,4,149.97,Gift Card,"San Diego, CA"
T00051,2024-08-13,10:55:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,1,17.99,Gift Card,"San Diego, CA"
T00052,2024-08-30,15:47:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,2,34.0,Credit Card,"San Diego, CA"
T00053,2024-07-27,19:09:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Gift Card,"San Diego, CA"
T00054,2024-07-26,14:45:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Cash,"San Diego, CA"
T00055,2024-08-12,19:23:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,1,17.99,Mobile Payment,"San Diego, CA"
T00056,2024-09-06,10:15:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,2,34.0,Credit Card,"San Diego, CA"
T00057,2024-08-10,18:17:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Gift Card,"San Diego, CA"
T00058,2024-09-10,11:00:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,4,149.97,Cash,"San Diego, CA"
T00059,2024-08-08,14:31:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,3,179.97,Gift Card,"San Diego, CA"
T00060,2024-08-28,19:29:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Credit Card,"San Diego, CA"
T00061,2024-08-02,13:42:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,5,124.95,Mobile Payment,"San Diego, CA"
T00062,2024-07-18,15:21:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,1,24.99,Mobile Payment,"San Diego, CA"
T00063,2024-08-14,18:34:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,2,119.98,Cash,"San Diego, CA"
T00064,2024-08-16,11:22:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,1,49.99,Mobile Payment,"San Diego, CA"
T00065,2024-07-19,14:00:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,1,49.99,Mobile Payment,"San Diego, CA"
T00066,2024-07-30,19:52:00,SH002,Shoes,Nike SB Chron,Nike,129.99,1,129.99,Mobile Payment,"San Diego, CA"
T00067,2024-07-20,17:09:00,SH002,Shoes,Nike SB Chron,Nike,129.99,5,649.95,Mobile Payment,"San Diego, CA"
T00068,2024-08-04,14:27:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Credit Card,"San Diego, CA"
T00069,2024-07-31,16:45:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,3,124.98,Gift Card,"San Diego, CA"
T00070,2024-08-04,11:14:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,4,99.96,Mobile Payment,"San Diego, CA"
T00071,2024-08-20,11:42:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,5,85.99,Credit Card,"San Diego, CA"
T00072,2024-08-16,14:31:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,3,124.98,Cash,"San Diego, CA"
T00073,2024-09-09,14:10:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,3,124.98,Credit Card,"San Diego, CA"
T00074,2024-08-12,19:16:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Mobile Payment,"San Diego, CA"
T00075,2024-07-15,19:27:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,1,9.99,Credit Card,"San Diego, CA"
T00076,2024-07-31,11:58:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,5,85.99,Credit Card,"San Diego, CA"
T00077,2024-08-01,14:48:00,SH002,Shoes,Nike SB Chron,Nike,129.99,2,259.98,Debit Card,"San Diego, CA"
T00078,2024-07-28,20:49:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Gift Card,"San Diego, CA"
T00079,2024-07-31,10:52:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,4,68.0,Debit Card,"San Diego, CA"
T00080,2024-07-17,10:03:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,2,74.98,Debit Card,"San Diego, CA"
T00081,2024-07-25,17:32:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,4,239.96,Mobile Payment,"San Diego, CA"
T00082,2024-07-15,11:54:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,2,34.0,Mobile Payment,"San Diego, CA"
T00083,2024-07-17,16:18:00,SH002,Shoes,Nike SB Chron,Nike,129.99,5,649.95,Credit Card,"San Diego, CA"
T00084,2024-08-11,12:10:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,3,74.97,Debit Card,"San Diego, CA"
T00085,2024-09-10,10:40:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,2,74.98,Credit Card,"San Diego, CA"
T00086,2024-08-26,11:45:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,5,199.96,Gift Card,"San Diego, CA"
T00087,2024-08-23,12:38:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Credit Card,"San Diego, CA"
T00088,2024-09-09,17:02:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,2,49.98,Debit Card,"San Diego, CA"
T00089,2024-09-03,17:01:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Credit Card,"San Diego, CA"
T00090,2024-09-03,11:50:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,1,49.99,Gift Card,"San Diego, CA"
T00091,2024-07-29,13:24:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,3,179.97,Debit Card,"San Diego, CA"
T00092,2024-09-05,13:53:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,1,34.99,Credit Card,"San Diego, CA"
T00093,2024-08-09,15:36:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,1,9.99,Debit Card,"San Diego, CA"
T00094,2024-08-06,20:56:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,4,239.96,Mobile Payment,"San Diego, CA"
T00095,2024-08-05,10:28:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,3,51.99,Credit Card,"San Diego, CA"
T00096,2024-08-21,14:31:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,1,24.99,Mobile Payment,"San Diego, CA"
T00097,2024-08-11,15:53:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,4,149.97,Mobile Payment,"San Diego, CA"
T00098,2024-08-16,11:58:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,5,249.95,Credit Card,"San Diego, CA"
T00099,2024-07-31,10:45:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,1,49.99,Mobile Payment,"San Diego, CA"
T00100,2024-09-12,19:11:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Gift Card,"San Diego, CA"
T00101,2024-07-19,15:38:00,SH002,Shoes,Nike SB Chron,Nike,129.99,3,389.97,Cash,"San Diego, CA"
T00102,2024-08-30,15:07:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,3,179.97,Gift Card,"San Diego, CA"
T00103,2024-08-04,16:52:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Credit Card,"San Diego, CA"
T00104,2024-07-27,17:10:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,2,99.98,Mobile Payment,"San Diego, CA"
T00105,2024-08-20,15:08:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,5,249.95,Cash,"San Diego, CA"
T00106,2024-08-03,14:53:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,4,139.96,Mobile Payment,"San Diego, CA"
T00107,2024-08-22,15:29:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,4,239.96,Gift Card,"San Diego, CA"
T00108,2024-08-27,13:38:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,4,239.96,Credit Card,"San Diego, CA"
T00109,2024-08-26,11:26:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Mobile Payment,"San Diego, CA"
T00110,2024-08-05,11:35:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Credit Card,"San Diego, CA"
T00111,2024-09-04,13:23:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,1,49.99,Cash,"San Diego, CA"
T00112,2024-07-30,18:06:00,SH002,Shoes,Nike SB Chron,Nike,129.99,1,129.99,Gift Card,"San Diego, CA"
T00113,2024-08-10,20:44:00,SH002,Shoes,Nike SB Chron,Nike,129.99,2,259.98,Gift Card,"San Diego, CA"
T00114,2024-08-15,16:49:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Cash,"San Diego, CA"
T00115,2024-09-10,11:49:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,2,99.98,Credit Card,"San Diego, CA"
T00116,2024-09-04,18:50:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,1,59.99,Mobile Payment,"San Diego, CA"
T00117,2024-07-30,12:04:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Gift Card,"San Diego, CA"
T00118,2024-08-26,19:03:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,5,299.95,Debit Card,"San Diego, CA"
T00119,2024-09-13,17:33:00,SH002,Shoes,Nike SB Chron,Nike,129.99,5,649.95,Gift Card,"San Diego, CA"
T00120,2024-09-06,19:21:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Gift Card,"San Diego, CA"
T00121,2024-08-12,14:25:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Mobile Payment,"San Diego, CA"
T00122,2024-08-15,20:41:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Gift Card,"San Diego, CA"
T00123,2024-07-19,14:52:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,3,104.97,Debit Card,"San Diego, CA"
T00124,2024-08-04,19:13:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,2,34.0,Credit Card,"San Diego, CA"
T00125,2024-07-29,16:32:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,2,74.98,Cash,"San Diego, CA"
T00126,2024-08-10,16:57:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,5,199.96,Gift Card,"San Diego, CA"
T00127,2024-08-10,11:03:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,4,139.96,Gift Card,"San Diego, CA"
T00128,2024-09-10,19:58:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,5,124.95,Gift Card,"San Diego, CA"
T00129,2024-08-14,10:06:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,3,124.98,Gift Card,"San Diego, CA"
T00130,2024-09-07,17:09:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,5,299.95,Mobile Payment,"San Diego, CA"
T00131,2024-09-10,13:45:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Debit Card,"San Diego, CA"
T00132,2024-08-11,18:17:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,4,99.96,Debit Card,"San Diego, CA"
T00133,2024-08-26,16:54:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,4,149.97,Credit Card,"San Diego, CA"
T00134,2024-08-23,19:06:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,4,99.96,Mobile Payment,"San Diego, CA"
T00135,2024-08-20,10:27:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,4,68.0,Credit Card,"San Diego, CA"
T00136,2024-09-08,17:52:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,1,49.99,Debit Card,"San Diego, CA"
T00137,2024-08-08,15:35:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,4,139.96,Debit Card,"San Diego, CA"
T00138,2024-08-05,16:28:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,4,25.0,Debit Card,"San Diego, CA"
T00139,2024-09-06,11:23:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,1,59.99,Mobile Payment,"San Diego, CA"
T00140,2024-07-18,15:58:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,1,34.99,Cash,"San Diego, CA"
T00141,2024-09-01,10:31:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Cash,"San Diego, CA"
T00142,2024-08-23,12:36:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Gift Card,"San Diego, CA"
T00143,2024-08-26,11:57:00,SH002,Shoes,Nike SB Chron,Nike,129.99,2,259.98,Gift Card,"San Diego, CA"
T00144,2024-08-28,14:22:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,2,74.98,Mobile Payment,"San Diego, CA"
T00145,2024-08-22,11:57:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,3,124.98,Cash,"San Diego, CA"
T00146,2024-08-21,10:26:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Gift Card,"San Diego, CA"
T00147,2024-08-09,13:23:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,5,85.99,Credit Card,"San Diego, CA"
T00148,2024-07-21,15:08:00,SH002,Shoes,Nike SB Chron,Nike,129.99,1,129.99,Mobile Payment,"San Diego, CA"
T00149,2024-09-03,10:42:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,5,199.96,Gift Card,"San Diego, CA"
T00150,2024-08-26,16:19:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,5,85.99,Debit Card,"San Diego, CA"
T00151,2024-07-15,17:10:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,1,59.99,Gift Card,"San Diego, CA"
T00152,2024-08-07,20:50:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,2,119.98,Gift Card,"San Diego, CA"
T00153,2024-07-26,18:54:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Mobile Payment,"San Diego, CA"
T00154,2024-09-02,18:15:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,4,239.96,Mobile Payment,"San Diego, CA"
T00155,2024-08-01,15:30:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,1,34.99,Debit Card,"San Diego, CA"
T00156,2024-09-09,17:41:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,4,139.96,Mobile Payment,"San Diego, CA"
T00157,2024-08-23,16:28:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,1,49.99,Gift Card,"San Diego, CA"
T00158,2024-09-07,15:32:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,4,149.97,Credit Card,"San Diego, CA"
T00159,2024-08-06,14:24:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,3,124.98,Mobile Payment,"San Diego, CA"
T00160,2024-08-28,14:42:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,1,59.99,Mobile Payment,"San Diego, CA"
T00161,2024-09-13,13:15:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,2,34.0,Gift Card,"San Diego, CA"
T00162,2024-08-15,19:28:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,4,139.96,Gift Card,"San Diego, CA"
T00163,2024-08-12,10:17:00,M2F001,Men'S 2 For $34 Tees,Skater Logo Tee,Riot Spciety,17.99,3,51.99,Credit Card,"San Diego, CA"
T00164,2024-08-09,14:09:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Debit Card,"San Diego, CA"
T00165,2024-08-14,19:26:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,3,179.97,Gift Card,"San Diego, CA"
T00166,2024-08-31,19:23:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,3,124.98,Gift Card,"San Diego, CA"
T00167,2024-08-01,15:13:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,2,19.98,Cash,"San Diego, CA"
T00168,2024-08-30,13:17:00,WBJ001,Women'S Bogo Rsq Jeans,High Rise Skinny,RSQ,49.99,1,49.99,Mobile Payment,"San Diego, CA"
T00169,2024-09-13,13:09:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Gift Card,"San Diego, CA"
T00170,2024-08-01,20:03:00,SH001,Shoes,Old Skool Sneakers,Vans,59.99,5,299.95,Debit Card,"San Diego, CA"
T00171,2024-07-21,13:18:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,2,19.98,Debit Card,"San Diego, CA"
T00172,2024-07-26,15:09:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,5,124.95,Credit Card,"San Diego, CA"
T00173,2024-08-01,10:46:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,5,124.95,Debit Card,"San Diego, CA"
T00174,2024-08-28,12:09:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,1,59.99,Cash,"San Diego, CA"
T00175,2024-08-20,14:51:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,4,239.96,Gift Card,"San Diego, CA"
T00176,2024-08-05,13:08:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,3,74.97,Gift Card,"San Diego, CA"
T00177,2024-07-22,11:06:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,4,199.96,Cash,"San Diego, CA"
T00178,2024-08-20,20:44:00,MGT001,Men'S Graphic Tees,Sunset Vibes Tee,Riot Society,24.99,2,49.98,Credit Card,"San Diego, CA"
T00179,2024-09-04,19:36:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,1,9.99,Credit Card,"San Diego, CA"
T00180,2024-07-22,19:31:00,BP001,Backpacks,Right Pack Backpack,JanSport,49.99,5,249.95,Mobile Payment,"San Diego, CA"
T00181,2024-09-03,20:33:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,5,174.95,Gift Card,"San Diego, CA"
T00182,2024-08-12,17:33:00,W4F001,Women'S 4 For $25 Tops,Basic Tank Top,RSQ,9.99,5,34.99,Gift Card,"San Diego, CA"
T00183,2024-08-03,19:42:00,SH002,Shoes,Nike SB Chron,Nike,129.99,1,129.99,Mobile Payment,"San Diego, CA"
T00184,2024-08-31,11:41:00,MNT001,Men'S Nike Tees,Nike Sportswear Tee,Nike,34.99,2,69.98,Debit Card,"San Diego, CA"
T00185,2024-08-26,11:23:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,2,74.98,Credit Card,"San Diego, CA"
T00186,2024-08-19,11:16:00,MBG001,Men'S Bogo Rsq Jeans,Slim Fit Denim,RSQ,49.99,1,49.99,Gift Card,"San Diego, CA"
T00187,2024-08-12,20:08:00,BP002,Backpacks,Heritage Backpack,Herschel,59.99,3,179.97,Cash,"San Diego, CA"
